essay_id,total_words,distinct_word_count,filtered_word_count,avg_sentence_size,avg_word_size,total_sentences,long_words,short_words,noun_count,adjective_count,pronoun_count,verb_count,conjunction_count,adverb_count,determiner_count,proper_noun_count,numeral_count,interjection_count,dot_count,comma_occurrences,question_marks,exclamations,colon_occurrences,semicolon_occurrences,bracket_pairs,dash_count,triple_dots
12672,165.0,110.0,90.0,20.625,4.63030303030303,8.0,35.0,61.0,38,15,14,28,6,11,18,2,0,0,7,7,0,0,0,0,0,2,0
12673,169.0,107.0,88.0,18.77777777777778,4.568047337278107,9.0,44.0,70.0,27,10,26,34,5,16,12,20,1,0,8,9,0,0,0,0,3,0,0
12674,242.0,137.0,112.0,22.0,4.574380165289257,11.0,50.0,86.0,52,16,29,45,14,14,16,7,0,0,10,12,0,0,1,0,0,0,0
12675,137.0,84.0,63.0,12.454545454545455,4.401459854014599,11.0,19.0,50.0,29,7,11,30,5,11,14,5,0,0,10,4,0,0,0,0,0,0,0
12676,100.0,59.0,49.0,33.333333333333336,4.32,3.0,16.0,39.0,18,8,13,18,1,3,18,16,0,0,2,0,0,0,0,0,0,0,0
12677,36.0,30.0,18.0,36.0,4.194444444444445,1.0,4.0,17.0,5,3,4,6,0,4,2,6,0,0,0,0,0,0,0,0,1,0,0
12678,78.0,57.0,36.0,15.6,4.141025641025641,5.0,8.0,32.0,18,4,8,14,3,4,14,9,0,0,4,2,0,0,0,0,0,0,0
12679,149.0,90.0,70.0,37.25,4.315436241610739,4.0,26.0,65.0,32,8,18,27,8,14,12,6,0,0,3,0,0,0,0,0,0,0,0
12680,154.0,94.0,77.0,14.0,4.64935064935065,11.0,29.0,57.0,38,7,20,25,7,4,14,6,0,0,10,5,0,0,0,0,0,0,1
12681,37.0,27.0,16.0,9.25,3.972972972972973,4.0,5.0,18.0,8,6,5,7,3,1,3,0,0,0,3,0,0,0,0,0,0,0,0
12682,61.0,42.0,28.0,15.25,4.213114754098361,4.0,10.0,29.0,9,4,9,11,2,5,5,3,0,0,3,1,0,0,0,0,0,0,0
12683,172.0,111.0,89.0,17.2,4.430232558139535,10.0,25.0,61.0,40,7,16,35,6,13,22,0,0,0,9,5,0,0,0,0,0,1,0
12684,69.0,55.0,35.0,11.5,4.739130434782608,6.0,13.0,25.0,17,4,6,9,4,3,8,3,0,0,5,5,0,0,0,0,0,0,0
12685,96.0,70.0,49.0,16.0,4.71875,6.0,22.0,40.0,27,7,7,15,4,1,14,0,1,0,5,3,0,0,0,0,0,0,0
12686,165.0,101.0,88.0,15.0,4.648484848484848,11.0,35.0,61.0,28,13,23,38,8,8,16,6,0,0,10,4,0,0,0,0,0,0,0
12687,40.0,31.0,20.0,8.0,3.975,5.0,5.0,17.0,10,7,1,6,3,0,6,0,1,0,4,0,0,0,0,0,0,0,0
12688,44.0,38.0,25.0,11.0,5.204545454545454,4.0,13.0,16.0,11,3,4,6,1,3,5,2,0,0,3,2,0,0,0,0,0,0,0
12689,113.0,71.0,71.0,11.3,5.238938053097345,10.0,31.0,37.0,19,8,7,24,0,3,9,27,2,0,9,8,0,0,0,0,1,0,1
12690,151.0,97.0,70.0,25.166666666666668,4.251655629139073,6.0,18.0,61.0,37,8,17,27,5,3,21,1,0,0,5,0,0,0,0,0,0,0,0
12691,84.0,55.0,37.0,14.0,4.166666666666667,6.0,14.0,47.0,21,2,9,20,2,0,9,4,0,0,5,1,0,0,0,0,0,0,0
12692,210.0,135.0,111.0,12.352941176470589,4.785714285714286,17.0,45.0,75.0,46,21,18,34,5,12,24,17,0,0,16,14,0,1,0,0,2,3,2
12693,231.0,144.0,112.0,16.5,4.640692640692641,14.0,45.0,90.0,52,15,25,41,9,8,31,15,0,0,13,7,0,0,0,0,0,1,0
12694,197.0,137.0,100.0,17.90909090909091,4.680203045685279,11.0,41.0,71.0,46,12,24,32,8,9,23,5,0,0,10,10,0,0,0,0,0,0,0
12695,104.0,68.0,45.0,14.857142857142858,4.298076923076923,7.0,17.0,46.0,20,3,20,18,6,9,8,0,0,0,6,5,0,0,0,0,0,1,0
12696,186.0,134.0,102.0,11.625,4.71505376344086,16.0,36.0,57.0,38,8,24,38,5,5,20,14,0,0,15,10,0,0,0,0,0,0,0
12697,137.0,86.0,68.0,15.222222222222221,4.525547445255475,9.0,28.0,57.0,29,8,20,28,6,7,15,1,0,0,8,8,0,0,0,0,0,0,0
12698,153.0,105.0,80.0,21.857142857142858,4.490196078431373,7.0,33.0,74.0,33,13,18,31,8,13,10,0,1,0,6,5,0,0,0,0,0,0,0
12699,239.0,139.0,132.0,19.916666666666668,4.916317991631799,12.0,65.0,98.0,65,18,23,39,14,4,25,10,0,0,11,16,0,0,0,0,0,0,0
12700,217.0,129.0,110.0,10.85,4.658986175115207,20.0,42.0,83.0,54,15,16,35,7,6,32,12,0,0,19,5,0,0,0,0,3,0,2
12701,98.0,58.0,46.0,19.6,4.285714285714286,5.0,17.0,44.0,20,4,8,18,2,8,14,4,0,0,4,0,0,0,0,0,0,0,0
12702,88.0,61.0,45.0,12.571428571428571,4.590909090909091,7.0,15.0,32.0,25,6,7,16,2,3,14,0,0,0,6,3,0,0,0,0,0,0,0
12703,105.0,83.0,62.0,17.5,5.0476190476190474,6.0,29.0,31.0,29,8,11,19,3,3,10,1,1,0,5,6,0,0,0,0,0,0,0
12704,156.0,91.0,79.0,17.333333333333332,4.288461538461538,9.0,22.0,61.0,44,4,13,24,3,10,26,1,0,0,8,0,0,0,0,0,3,0,0
12705,122.0,65.0,55.0,17.428571428571427,4.590163934426229,7.0,29.0,50.0,17,4,28,27,5,3,8,5,0,0,6,4,0,0,0,0,0,0,0
12706,214.0,150.0,118.0,15.285714285714286,5.210280373831775,14.0,65.0,75.0,57,17,22,31,12,8,26,7,0,0,13,16,0,0,1,0,0,0,1
12707,79.0,49.0,36.0,15.8,4.620253164556962,5.0,15.0,35.0,7,8,10,22,4,1,8,13,0,0,4,2,0,0,0,0,0,0,0
12708,90.0,62.0,48.0,6.428571428571429,4.533333333333333,14.0,21.0,41.0,19,4,13,14,4,7,6,12,0,0,13,4,0,0,0,0,0,0,0
12709,186.0,109.0,86.0,16.90909090909091,4.516129032258065,11.0,36.0,71.0,34,12,30,35,6,10,20,6,2,0,10,2,0,0,0,0,2,0,0
12710,194.0,113.0,93.0,12.933333333333334,4.747422680412371,15.0,46.0,73.0,39,8,36,36,4,8,14,16,0,0,14,10,0,0,0,0,4,0,0
12711,45.0,35.0,20.0,22.5,4.088888888888889,2.0,6.0,23.0,10,2,1,8,1,1,9,1,2,0,1,1,0,0,0,0,0,0,0
12712,80.0,68.0,42.0,6.153846153846154,4.9,13.0,20.0,27.0,19,6,7,14,4,2,9,2,1,2,12,7,0,0,0,0,0,0,2
12713,120.0,71.0,54.0,9.23076923076923,4.341666666666667,13.0,19.0,49.0,26,9,25,17,6,4,7,2,0,0,12,3,0,0,0,0,0,0,0
12714,38.0,30.0,17.0,12.666666666666666,3.9473684210526314,3.0,4.0,19.0,5,4,4,8,3,1,6,2,1,0,2,0,0,0,0,0,0,0,0
12715,164.0,97.0,83.0,12.615384615384615,4.573170731707317,13.0,36.0,72.0,30,6,17,37,8,6,28,11,0,0,12,1,0,0,0,0,0,0,0
12716,98.0,63.0,49.0,19.6,4.204081632653061,5.0,16.0,42.0,20,5,11,19,5,5,9,7,0,0,4,1,0,0,0,0,0,0,0
12717,66.0,45.0,33.0,9.428571428571429,4.696969696969697,7.0,15.0,26.0,15,5,2,15,1,3,10,2,1,0,6,3,0,0,0,0,0,0,0
12718,41.0,31.0,22.0,13.666666666666666,4.048780487804878,3.0,4.0,20.0,10,3,4,6,4,0,5,6,0,0,2,0,0,0,0,0,0,0,0
12719,79.0,57.0,37.0,15.8,4.468354430379747,5.0,17.0,34.0,19,7,11,11,1,2,10,3,0,0,4,2,0,0,0,0,0,0,0
12720,87.0,57.0,36.0,14.5,4.7701149425287355,6.0,19.0,35.0,16,4,10,20,6,4,10,1,0,0,5,3,0,0,0,0,0,0,0
12721,81.0,54.0,42.0,9.0,5.222222222222222,9.0,21.0,27.0,20,7,8,14,9,0,8,7,0,0,8,2,0,0,1,0,0,0,0
12722,122.0,87.0,63.0,12.2,4.508196721311475,10.0,15.0,38.0,23,6,18,21,3,8,12,4,1,0,9,1,0,0,0,0,0,0,0
12723,74.0,54.0,37.0,7.4,4.594594594594595,10.0,12.0,24.0,19,3,3,11,4,5,14,5,0,0,9,3,0,0,0,0,1,0,1
12724,151.0,100.0,68.0,21.571428571428573,4.503311258278146,7.0,32.0,63.0,35,9,9,25,5,6,25,5,1,0,6,14,0,0,0,0,0,1,0
12725,178.0,113.0,93.0,17.8,4.49438202247191,10.0,28.0,71.0,45,5,18,35,8,8,21,5,0,0,9,8,0,0,1,0,1,0,0
12726,22.0,17.0,11.0,22.0,3.590909090909091,1.0,2.0,10.0,6,2,1,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
12727,149.0,103.0,80.0,16.555555555555557,4.5369127516778525,9.0,30.0,49.0,34,3,20,25,4,11,17,2,0,0,8,7,0,0,0,0,0,0,1
12728,111.0,73.0,48.0,12.333333333333334,4.324324324324325,9.0,21.0,47.0,19,6,18,23,3,10,10,8,0,0,8,0,0,0,0,0,0,0,0
12729,243.0,143.0,136.0,6.075,4.909465020576132,40.0,63.0,90.0,66,14,23,37,13,10,29,17,0,0,39,17,0,0,0,0,3,1,7
12730,99.0,71.0,50.0,14.142857142857142,4.585858585858586,7.0,21.0,47.0,25,6,12,14,5,4,15,4,0,0,6,5,0,0,0,0,0,0,0
12731,32.0,29.0,14.0,10.666666666666666,4.625,3.0,8.0,14.0,7,3,2,6,0,1,4,0,0,0,2,1,0,0,0,0,0,0,0
12732,67.0,54.0,33.0,11.166666666666666,4.358208955223881,6.0,10.0,27.0,14,8,6,12,4,2,9,0,0,0,5,3,0,0,0,0,0,1,0
12733,66.0,49.0,34.0,11.0,4.318181818181818,6.0,8.0,28.0,12,3,9,14,3,3,5,0,1,0,5,0,0,0,0,0,0,0,0
12734,48.0,41.0,27.0,24.0,4.666666666666667,2.0,12.0,17.0,11,2,4,12,3,3,2,1,0,0,1,0,0,0,0,0,0,2,0
12735,158.0,91.0,78.0,14.363636363636363,4.360759493670886,11.0,29.0,66.0,32,16,24,35,5,1,14,5,0,0,10,2,0,0,0,0,4,0,0
12736,273.0,159.0,135.0,17.0625,4.666666666666667,16.0,61.0,98.0,50,16,34,48,11,22,26,18,1,0,15,7,0,0,1,0,1,0,0
12737,59.0,36.0,30.0,8.428571428571429,4.983050847457627,7.0,19.0,27.0,12,7,9,10,2,2,3,8,0,0,6,0,0,0,0,0,0,0,0
12738,184.0,98.0,96.0,15.333333333333334,4.804347826086956,12.0,46.0,80.0,47,13,6,34,6,4,31,6,1,0,11,7,0,0,0,0,2,0,0
12739,88.0,67.0,42.0,12.571428571428571,4.3977272727272725,7.0,16.0,40.0,15,9,10,17,3,6,8,5,2,0,6,0,0,0,0,0,0,0,0
12740,132.0,93.0,65.0,18.857142857142858,4.871212121212121,7.0,31.0,42.0,30,6,18,23,5,5,10,10,0,0,6,8,0,0,1,0,0,0,0
12741,204.0,123.0,98.0,18.545454545454547,4.367647058823529,11.0,32.0,82.0,37,14,27,41,5,12,21,9,2,0,10,6,0,0,0,0,0,0,0
12742,104.0,77.0,45.0,20.8,4.403846153846154,5.0,19.0,45.0,26,4,9,16,4,1,15,4,0,0,4,4,0,0,0,0,0,0,0
12743,135.0,96.0,74.0,16.875,4.474074074074074,8.0,20.0,47.0,28,9,13,26,2,6,15,6,3,0,7,9,0,0,0,0,0,0,0
12744,147.0,91.0,66.0,49.0,4.068027210884353,3.0,13.0,66.0,26,5,31,31,10,11,4,3,2,0,2,0,0,0,0,0,0,0,0
12745,116.0,84.0,63.0,12.88888888888889,4.767241379310345,9.0,29.0,47.0,27,10,13,24,9,3,11,6,0,0,8,5,0,0,0,0,0,0,0
12746,155.0,102.0,75.0,15.5,4.632258064516129,10.0,35.0,56.0,29,7,17,28,5,8,20,23,1,0,9,4,0,0,0,0,0,0,0
12747,126.0,89.0,67.0,18.0,4.777777777777778,7.0,30.0,50.0,27,8,15,23,6,6,14,3,0,0,6,2,0,0,0,0,2,0,0
12748,98.0,57.0,51.0,8.909090909090908,4.5,11.0,19.0,43.0,28,5,5,18,3,2,13,7,1,0,10,2,0,0,0,0,0,0,1
12749,182.0,114.0,83.0,18.2,4.576923076923077,10.0,38.0,79.0,48,5,12,30,6,6,32,4,0,0,9,2,0,0,1,0,1,0,0
12750,98.0,64.0,54.0,16.333333333333332,4.938775510204081,6.0,25.0,33.0,19,8,9,19,7,2,9,14,0,0,5,2,0,0,0,0,0,0,0
12751,141.0,90.0,60.0,15.666666666666666,4.134751773049645,9.0,16.0,63.0,21,12,22,27,7,5,16,1,0,0,8,2,0,0,0,0,0,0,0
12752,75.0,59.0,36.0,9.375,4.12,8.0,6.0,25.0,13,3,11,15,3,6,7,0,0,0,7,0,0,0,0,0,0,0,0
12753,183.0,102.0,88.0,15.25,4.469945355191257,12.0,28.0,65.0,38,10,19,33,7,5,27,3,3,0,11,3,0,0,0,0,0,0,0
12754,27.0,22.0,14.0,6.75,5.0,4.0,9.0,10.0,5,7,1,4,2,1,4,2,0,0,3,0,0,0,0,0,0,1,0
12755,147.0,75.0,60.0,24.5,4.333333333333333,6.0,19.0,56.0,28,6,16,22,7,4,20,5,2,0,5,1,0,0,0,0,0,0,0
12756,108.0,58.0,51.0,15.428571428571429,4.111111111111111,7.0,8.0,49.0,18,6,22,23,8,3,8,10,0,0,6,2,0,0,0,0,0,0,0
12757,54.0,44.0,33.0,7.714285714285714,5.0,7.0,16.0,20.0,14,5,2,12,4,0,4,6,1,0,6,4,0,0,0,0,0,0,0
12758,25.0,22.0,8.0,12.5,4.0,2.0,4.0,14.0,4,2,4,5,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0
12759,177.0,99.0,91.0,13.615384615384615,4.694915254237288,13.0,41.0,73.0,38,13,13,31,6,12,17,16,1,0,12,10,0,0,0,0,0,0,1
12760,152.0,100.0,70.0,13.818181818181818,4.493421052631579,11.0,29.0,61.0,30,8,22,25,5,10,12,9,0,0,10,3,0,0,0,0,0,0,0
12761,121.0,79.0,64.0,17.285714285714285,4.8429752066115705,7.0,24.0,44.0,28,12,8,23,8,11,10,6,0,0,6,3,0,0,0,0,0,0,0
12762,118.0,77.0,53.0,19.666666666666668,4.177966101694915,6.0,14.0,47.0,22,5,15,23,4,3,11,8,0,0,5,0,0,0,0,0,0,0,0
12763,81.0,56.0,40.0,20.25,4.654320987654321,4.0,19.0,32.0,19,5,5,15,5,0,12,3,0,0,3,2,0,0,0,0,0,0,0
12764,157.0,106.0,78.0,19.625,4.764331210191083,8.0,36.0,59.0,33,11,21,28,10,7,11,2,2,0,7,5,0,0,0,0,0,0,0
12765,86.0,64.0,58.0,6.142857142857143,5.6976744186046515,14.0,32.0,20.0,22,2,6,14,3,6,6,15,0,0,13,3,0,0,0,0,3,0,2
12766,187.0,120.0,96.0,17.0,4.81283422459893,11.0,47.0,72.0,39,12,19,33,10,9,23,25,0,0,10,12,0,0,2,0,0,0,0
12767,43.0,35.0,24.0,10.75,4.674418604651163,4.0,9.0,17.0,14,6,4,4,3,2,4,0,0,0,3,0,0,0,0,0,0,0,0
12768,96.0,59.0,37.0,12.0,4.072916666666667,8.0,14.0,47.0,16,6,16,21,2,7,11,1,0,0,7,0,0,0,0,0,0,0,0
12769,100.0,75.0,51.0,14.285714285714286,4.72,7.0,23.0,42.0,19,6,14,18,4,3,11,9,0,0,6,6,0,0,0,1,0,0,0
12770,153.0,93.0,73.0,19.125,4.4640522875816995,8.0,28.0,58.0,30,10,25,34,5,7,14,2,0,0,7,0,0,0,0,0,0,1,0
12771,70.0,51.0,28.0,17.5,4.5285714285714285,4.0,14.0,31.0,16,6,10,12,2,2,4,3,0,0,3,1,0,0,0,0,0,0,0
12772,61.0,40.0,26.0,12.2,4.131147540983607,5.0,10.0,28.0,12,4,8,9,3,2,6,3,0,0,4,0,0,0,0,0,0,0,0
12773,93.0,70.0,54.0,11.625,4.494623655913978,8.0,18.0,33.0,22,8,3,15,3,3,16,11,1,0,7,3,0,0,0,0,0,0,0
12774,56.0,47.0,27.0,18.666666666666668,4.125,3.0,7.0,25.0,8,4,4,11,3,2,7,8,0,0,2,1,0,0,0,0,0,0,0
12775,129.0,79.0,63.0,16.125,4.534883720930233,8.0,27.0,45.0,26,12,17,20,4,7,13,7,0,0,7,1,0,0,0,0,0,0,0
12776,79.0,57.0,42.0,13.166666666666666,4.848101265822785,6.0,18.0,34.0,19,3,14,14,3,0,10,4,0,0,5,5,0,0,0,0,0,0,0
12777,116.0,85.0,62.0,14.5,4.698275862068965,8.0,24.0,43.0,28,11,13,19,4,8,4,10,0,0,7,1,0,0,0,0,1,0,0
12778,163.0,113.0,90.0,11.642857142857142,5.07361963190184,14.0,47.0,63.0,48,7,16,22,7,9,15,7,2,0,13,13,0,0,0,0,0,2,1
12779,176.0,114.0,99.0,10.352941176470589,4.630681818181818,17.0,32.0,63.0,48,18,17,31,8,12,22,3,0,0,16,7,0,0,0,0,0,0,2
12780,127.0,82.0,65.0,18.142857142857142,4.952755905511811,7.0,37.0,60.0,34,9,9,20,7,5,14,5,0,0,6,10,0,0,0,0,0,0,0
12781,126.0,90.0,64.0,18.0,4.7063492063492065,7.0,35.0,50.0,29,10,13,18,3,5,15,4,0,0,6,13,0,0,0,0,0,0,0
12782,109.0,74.0,59.0,12.11111111111111,4.678899082568807,9.0,27.0,47.0,25,4,11,17,4,5,13,7,4,0,8,5,0,0,0,0,0,0,0
12783,55.0,40.0,30.0,9.166666666666666,4.381818181818182,6.0,10.0,21.0,12,4,8,14,1,2,6,0,0,0,5,0,0,0,0,0,0,0,0
12784,167.0,121.0,89.0,11.928571428571429,4.730538922155689,14.0,34.0,60.0,40,10,21,28,7,10,14,9,0,0,13,12,0,0,0,0,1,0,1
12785,148.0,104.0,70.0,16.444444444444443,4.466216216216216,9.0,25.0,53.0,33,8,17,26,7,7,19,4,0,0,8,8,0,0,0,0,2,0,0
12786,109.0,78.0,52.0,18.166666666666668,4.293577981651376,6.0,14.0,39.0,19,7,15,22,6,6,9,5,1,0,5,1,0,0,2,0,0,0,0
12787,150.0,98.0,79.0,11.538461538461538,4.88,13.0,42.0,55.0,37,12,21,26,9,5,15,4,0,0,12,4,0,0,0,0,0,0,0
12788,20.0,18.0,9.0,10.0,4.55,2.0,5.0,11.0,4,1,3,4,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0
12789,134.0,95.0,64.0,13.4,4.029850746268656,10.0,12.0,56.0,29,9,12,21,7,9,19,8,0,0,9,3,0,0,0,0,0,0,0
12790,59.0,45.0,31.0,8.428571428571429,4.372881355932203,7.0,8.0,22.0,13,7,5,11,0,2,6,7,0,0,6,1,0,0,0,0,0,0,0
12791,97.0,69.0,54.0,12.125,4.824742268041237,8.0,18.0,32.0,22,9,5,15,6,3,15,14,0,0,7,3,0,0,1,0,0,0,0
12792,63.0,41.0,32.0,31.5,4.26984126984127,2.0,8.0,25.0,8,6,5,11,4,2,10,16,0,0,1,0,0,0,0,0,0,0,0
12793,167.0,97.0,86.0,13.916666666666666,4.574850299401198,12.0,35.0,68.0,43,10,14,24,6,3,21,13,1,0,11,5,0,0,1,0,0,0,1
12794,87.0,64.0,43.0,6.214285714285714,4.172413793103448,14.0,12.0,37.0,15,7,9,18,2,3,8,4,2,0,13,2,0,0,0,0,0,0,2
12795,59.0,43.0,28.0,9.833333333333334,4.084745762711864,6.0,5.0,27.0,13,2,7,13,2,2,10,0,0,0,5,0,0,0,0,0,0,0,0
12796,93.0,71.0,45.0,11.625,4.473118279569892,8.0,18.0,36.0,19,8,10,18,1,5,14,7,0,0,7,2,0,0,0,0,0,0,0
12797,137.0,87.0,67.0,15.222222222222221,4.642335766423358,9.0,24.0,55.0,28,11,9,24,6,12,22,3,0,0,8,9,0,0,0,0,0,0,0
12798,128.0,90.0,61.0,11.636363636363637,4.6015625,11.0,25.0,51.0,26,9,17,20,6,10,12,6,0,0,10,1,0,0,0,0,0,1,1
12799,62.0,50.0,31.0,10.333333333333334,4.483870967741935,6.0,10.0,22.0,13,4,1,10,5,2,10,3,0,0,5,0,0,0,0,0,0,0,0
12800,232.0,136.0,128.0,19.333333333333332,4.948275862068965,12.0,53.0,83.0,64,11,20,35,14,6,29,17,2,0,11,12,0,0,0,0,0,0,0
12801,83.0,68.0,39.0,11.857142857142858,4.72289156626506,7.0,20.0,37.0,27,3,8,12,3,2,8,5,0,0,6,6,0,0,0,0,0,0,0
12802,93.0,71.0,44.0,13.285714285714286,4.548387096774194,7.0,19.0,38.0,24,4,12,24,4,4,8,0,0,0,6,4,0,0,0,0,0,0,0
12803,156.0,93.0,81.0,19.5,4.5256410256410255,8.0,33.0,59.0,33,10,25,29,2,4,16,7,0,0,7,12,0,0,0,0,0,0,0
12804,119.0,69.0,52.0,29.75,4.352941176470588,4.0,24.0,54.0,25,10,12,19,5,4,17,1,0,0,3,0,0,0,0,0,0,0,0
12805,131.0,90.0,62.0,13.1,4.358778625954199,10.0,24.0,55.0,27,11,15,21,7,3,14,10,2,0,9,1,0,0,0,0,0,0,0
12806,223.0,117.0,104.0,17.153846153846153,4.524663677130045,13.0,41.0,97.0,55,9,23,36,5,5,36,4,1,0,12,6,0,0,0,0,2,0,0
12807,201.0,126.0,109.0,16.75,5.353233830845771,12.0,71.0,67.0,51,12,11,32,11,11,21,22,0,0,11,15,0,0,0,1,0,0,1
12808,36.0,27.0,12.0,18.0,3.7777777777777777,2.0,2.0,16.0,8,2,3,8,1,2,6,0,0,0,1,0,0,0,0,0,0,0,0
12809,50.0,43.0,23.0,12.5,4.28,4.0,7.0,21.0,12,3,6,11,2,2,7,0,0,0,3,1,0,0,0,0,0,0,0
12810,241.0,164.0,144.0,17.214285714285715,5.331950207468879,14.0,76.0,72.0,66,25,18,35,9,13,28,8,1,0,13,24,0,0,1,0,0,2,0
12811,70.0,53.0,35.0,14.0,4.571428571428571,5.0,13.0,23.0,18,4,8,14,4,3,5,1,1,0,4,3,0,0,0,0,0,0,0
12812,146.0,98.0,72.0,16.22222222222222,4.554794520547945,9.0,27.0,57.0,34,9,12,24,8,3,21,7,0,0,8,0,0,0,1,0,2,0,1
12813,151.0,99.0,70.0,13.727272727272727,4.456953642384106,11.0,34.0,63.0,29,11,17,31,8,6,16,6,0,0,10,5,0,0,0,0,0,0,0
12814,176.0,119.0,83.0,17.6,4.409090909090909,10.0,26.0,67.0,43,9,9,33,7,13,21,0,0,0,9,0,0,0,0,0,0,0,0
12815,108.0,79.0,60.0,21.6,4.444444444444445,5.0,23.0,42.0,28,8,8,16,5,3,14,6,0,0,4,3,0,0,1,0,0,0,0
12816,108.0,75.0,53.0,21.6,4.287037037037037,5.0,16.0,45.0,21,6,10,18,7,8,13,2,2,0,4,4,0,0,0,0,1,0,0
12817,217.0,125.0,106.0,16.692307692307693,4.626728110599078,13.0,42.0,82.0,48,7,28,36,14,8,21,10,0,0,12,6,0,0,2,0,0,0,1
12818,171.0,107.0,78.0,17.1,4.181286549707602,10.0,20.0,76.0,33,9,24,31,6,5,19,7,1,0,9,8,0,0,0,0,0,0,1
12819,201.0,97.0,100.0,22.333333333333332,4.8059701492537314,9.0,40.0,76.0,33,27,17,37,11,14,19,16,0,0,8,4,0,0,0,0,1,0,0
12820,45.0,37.0,17.0,11.25,3.8222222222222224,4.0,6.0,24.0,6,2,7,10,1,1,6,2,0,0,3,0,0,0,0,0,0,0,0
12821,76.0,55.0,39.0,15.2,3.539473684210526,5.0,4.0,40.0,12,6,17,17,3,1,5,2,0,0,4,0,0,0,0,0,0,0,0
12822,154.0,117.0,76.0,22.0,4.8311688311688314,7.0,43.0,59.0,27,11,17,27,5,13,14,8,2,0,6,13,0,0,0,0,0,0,0
12823,87.0,61.0,39.0,12.428571428571429,4.655172413793103,7.0,20.0,35.0,15,9,9,14,5,6,10,5,0,0,6,1,0,0,0,0,0,0,0
12824,156.0,102.0,65.0,17.333333333333332,4.4743589743589745,9.0,30.0,64.0,29,10,25,29,10,10,15,1,1,0,8,4,0,0,0,0,0,1,0
12825,122.0,86.0,66.0,13.555555555555555,4.926229508196721,9.0,29.0,44.0,36,7,6,15,4,5,19,13,0,0,8,12,0,0,1,0,0,1,0
12826,77.0,51.0,30.0,11.0,3.9740259740259742,7.0,7.0,34.0,15,4,6,17,3,2,12,0,0,0,6,2,0,0,0,0,0,0,0
12827,93.0,58.0,46.0,11.625,4.376344086021505,8.0,17.0,40.0,14,12,13,19,5,6,5,6,0,0,7,3,0,0,0,0,0,0,0
12828,67.0,38.0,30.0,11.166666666666666,4.492537313432836,6.0,15.0,32.0,15,6,3,15,3,1,12,1,0,0,5,1,0,0,0,0,0,0,0
12829,61.0,40.0,29.0,12.2,4.278688524590164,5.0,8.0,21.0,13,5,7,12,4,5,9,0,0,0,4,2,0,0,0,0,0,0,0
12830,141.0,101.0,68.0,15.666666666666666,4.5177304964539005,9.0,29.0,57.0,26,14,19,27,6,5,14,5,0,0,8,7,0,0,0,0,1,0,0
12831,242.0,153.0,131.0,17.285714285714285,4.644628099173554,14.0,44.0,88.0,55,11,22,44,12,16,24,16,4,0,13,6,0,1,0,0,1,0,1
12832,144.0,92.0,81.0,13.090909090909092,4.645833333333333,11.0,30.0,53.0,33,14,22,26,4,7,11,5,1,0,10,10,0,0,0,0,0,0,0
12833,98.0,66.0,58.0,16.333333333333332,4.826530612244898,6.0,25.0,40.0,19,10,6,19,5,6,11,8,0,0,5,3,0,0,0,0,0,0,0
12834,209.0,137.0,108.0,17.416666666666668,4.641148325358851,12.0,43.0,68.0,38,16,18,40,3,14,24,13,0,0,11,10,0,0,0,0,0,0,0
12835,105.0,69.0,45.0,13.125,4.333333333333333,8.0,22.0,52.0,21,9,18,15,6,6,10,2,0,0,7,5,0,0,0,0,0,0,0
12836,47.0,31.0,21.0,15.666666666666666,4.042553191489362,3.0,3.0,21.0,11,2,2,8,2,5,8,1,0,0,2,2,0,0,0,0,0,0,0
12837,136.0,83.0,58.0,17.0,4.617647058823529,8.0,21.0,43.0,23,8,10,25,6,15,13,10,0,0,7,2,0,0,0,0,0,0,0
12838,133.0,86.0,66.0,16.625,4.631578947368421,8.0,30.0,51.0,30,7,16,21,13,10,7,8,0,0,7,9,0,0,0,0,0,0,0
12839,148.0,100.0,87.0,10.571428571428571,5.155405405405405,14.0,45.0,46.0,24,9,18,25,5,7,13,24,1,0,13,12,0,0,0,0,3,0,1
12840,218.0,142.0,122.0,14.533333333333333,5.045871559633028,15.0,54.0,73.0,51,12,18,38,9,14,29,11,0,0,14,15,0,0,0,0,3,1,1
12841,218.0,112.0,123.0,9.083333333333334,4.660550458715596,24.0,48.0,89.0,58,9,6,35,7,5,36,21,1,0,23,10,0,0,0,0,3,1,2
12842,66.0,48.0,25.0,16.5,4.0606060606060606,4.0,10.0,32.0,13,6,8,16,1,0,8,0,0,0,3,2,0,0,0,0,0,0,0
12843,107.0,78.0,54.0,11.88888888888889,4.570093457943925,9.0,25.0,41.0,27,6,7,22,4,7,18,0,0,0,8,3,0,0,0,0,1,0,0
12844,185.0,113.0,97.0,18.5,4.735135135135135,10.0,38.0,68.0,41,15,17,24,9,8,27,11,1,0,9,8,0,0,1,0,2,0,0
12845,64.0,47.0,32.0,12.8,4.0,5.0,7.0,29.0,16,4,9,14,2,0,8,0,0,0,4,0,0,0,0,0,0,0,0
12846,192.0,114.0,94.0,19.2,4.395833333333333,10.0,31.0,84.0,39,22,18,36,10,3,20,19,0,0,9,6,0,0,0,0,0,0,0
