Kincaid,ARI,Coleman_Liau,LIX,Flesch_Reading_Ease,Gunning_Fog,SMOG,RIX,Dale_Chall,characters_word,syll_word,wordtypes,words_sentence,words,sentences,sentences_paragraph,complex_words,type_token_ratio,characters,syllables,paragraphs,long_words,complex_dc,tobeverb,auxverb,conjunction,pronoun,preposition,nominalization
6.1,7.7,7.36,28.12,80.21,8.3,9.6,2.14,7.75,3.9612403100775193,1.2015503875968991,79.0,25.8,129.0,5.0,5.0,14.0,0.8914728682170543,511.0,155.0,1.0,15.0,7.75,5,4,4,14,14,7
6.6,7.7,5.4,29.08,84.41,9.45,8.5,1.38,6.38,3.6927374301675977,1.111731843575419,91.0,22.375,179.0,8.0,8.0,10.0,0.9217877094972067,661.0,199.0,1.0,12.0,6.38,13,4,6,18,13,5
11.7,12.3,6.97,44.19,60.28,14.17,12.3,4.57,8.18,4.029556650246305,1.3300492610837438,110.0,33.833333333333336,203.0,6.0,6.0,27.0,0.9556650246305419,818.0,270.0,1.0,32.0,8.18,17,2,5,15,21,15
12.0,13.4,6.11,46.19,65.09,14.22,9.7,3.67,7.54,3.607476635514019,1.102803738317757,69.0,35.666666666666664,107.0,3.0,3.0,8.0,0.8785046728971962,386.0,118.0,1.0,11.0,7.54,6,1,7,11,6,3
7.3,8.6,8.81,32.63,71.85,8.97,9.7,2.67,7.35,4.384615384615385,1.3269230769230769,36.0,17.333333333333332,52.0,3.0,3.0,5.0,0.9423076923076923,228.0,69.0,1.0,8.0,7.35,3,0,2,4,6,1
11.3,12.9,10.04,46.76,55.98,14.31,13.4,5.25,8.23,4.515,1.405,130.0,33.333333333333336,200.0,6.0,6.0,33.0,0.945,903.0,281.0,1.0,44.0,8.23,4,3,5,21,28,18
5.0,6.6,7.47,28.31,83.15,8.36,0.0,1.5,8.4,4.206896551724138,1.2413793103448276,25.0,14.5,29.0,2.0,2.0,2.0,0.9310344827586207,122.0,36.0,1.0,4.0,8.4,1,0,0,2,1,1
13.8,16.1,4.71,45.41,65.73,16.11,0.0,2.0,8.0,3.4367816091954024,1.0689655172413792,41.0,43.5,87.0,2.0,2.0,6.0,0.896551724137931,299.0,93.0,1.0,4.0,8.0,7,0,0,9,6,1
2.9,3.6,4.85,20.09,94.15,5.85,6.7,0.8,7.63,3.737704918032787,1.098360655737705,44.0,12.2,61.0,5.0,5.0,7.0,0.9016393442622951,228.0,67.0,1.0,4.0,7.63,2,2,0,10,4,3
7.2,6.8,8.16,20.69,66.74,8.28,0.0,1.0,6.71,4.285714285714286,1.3571428571428572,13.0,14.0,14.0,1.0,1.0,1.0,0.9285714285714286,60.0,19.0,1.0,1.0,6.71,0,0,0,0,1,1
12.5,14.6,12.25,54.69,47.42,13.99,15.0,7.33,8.37,4.9324324324324325,1.5135135135135136,48.0,37.0,74.0,2.0,2.0,12.0,0.9594594594594594,365.0,112.0,1.0,22.0,8.37,2,1,3,7,10,8
10.5,12.8,9.29,42.5,63.53,12.25,0.0,4.0,8.4,4.089285714285714,1.2142857142857142,40.0,28.0,56.0,2.0,2.0,9.0,0.875,229.0,68.0,1.0,8.0,8.4,2,1,1,3,6,2
7.1,7.4,7.6,30.59,72.46,8.83,8.8,2.17,7.61,4.0576923076923075,1.2307692307692308,70.0,17.333333333333332,104.0,6.0,6.0,14.0,0.9038461538461539,422.0,128.0,1.0,13.0,7.61,7,5,5,15,9,4
10.6,11.6,7.55,41.84,63.32,11.73,10.3,3.86,7.96,3.8527918781725887,1.2030456852791878,110.0,24.625,197.0,8.0,8.0,23.0,0.8781725888324873,759.0,237.0,1.0,28.0,7.96,5,1,10,16,21,12
7.6,7.6,6.78,37.59,70.94,9.21,10.1,3.33,7.1,4.072727272727272,1.3363636363636364,73.0,27.5,110.0,4.0,4.0,14.0,0.9363636363636364,448.0,147.0,1.0,20.0,7.1,7,0,5,4,11,8
9.2,10.3,7.83,41.01,66.88,10.74,11.2,3.8,6.77,3.9583333333333335,1.25,75.0,24.0,120.0,5.0,5.0,11.0,0.8833333333333333,475.0,150.0,1.0,20.0,6.77,4,1,3,12,15,10
5.9,5.4,5.28,26.14,80.82,7.7,8.3,1.64,6.14,3.7580645161290325,1.1720430107526882,94.0,16.90909090909091,186.0,11.0,11.0,12.0,0.9354838709677419,699.0,218.0,1.0,18.0,6.14,8,2,3,21,16,7
6.3,7.0,5.22,24.78,85.32,8.56,6.4,1.0,6.22,3.6984126984126986,1.1587301587301588,44.0,21.0,63.0,3.0,3.0,4.0,0.9365079365079365,233.0,73.0,1.0,3.0,6.22,4,3,3,9,4,0
6.7,7.3,7.88,33.44,73.37,7.28,9.5,2.5,6.78,4.123076923076923,1.2461538461538462,39.0,16.25,65.0,4.0,4.0,7.0,0.9076923076923077,268.0,81.0,1.0,10.0,6.78,3,1,1,5,6,5
2.9,3.1,4.39,20.09,94.15,4.4,7.8,1.0,1.02,3.6944444444444446,1.0833333333333333,25.0,12.0,36.0,3.0,3.0,1.0,0.9166666666666666,133.0,39.0,1.0,3.0,1.02,5,3,0,6,1,0
11.0,14.3,5.18,37.86,78.25,14.0,0.0,0.0,8.53,3.5526315789473686,1.0263157894736843,27.0,38.0,38.0,1.0,1.0,3.0,0.9210526315789473,135.0,39.0,1.0,0.0,8.53,2,0,2,5,3,0
9.0,11.7,8.36,40.6,72.8,12.3,11.2,3.0,7.04,4.128205128205129,1.2179487179487178,56.0,26.0,78.0,3.0,3.0,7.0,0.9102564102564102,322.0,95.0,1.0,10.0,7.04,5,2,4,7,6,6
9.6,12.3,8.19,40.95,71.28,11.98,10.4,3.4,8.14,4.154411764705882,1.1911764705882353,84.0,34.0,136.0,4.0,4.0,12.0,0.9264705882352942,565.0,162.0,1.0,19.0,8.14,8,1,3,10,14,8
11.5,12.1,6.05,40.0,66.41,13.33,0.0,3.0,7.23,3.8688524590163933,1.2295081967213115,48.0,30.5,61.0,2.0,2.0,3.0,0.9836065573770492,236.0,75.0,1.0,6.0,7.23,3,0,1,6,6,3
14.4,17.3,8.95,54.22,53.38,15.54,0.0,6.5,8.78,4.090909090909091,1.2337662337662338,57.0,38.5,77.0,2.0,2.0,9.0,0.8961038961038961,315.0,95.0,1.0,14.0,8.78,6,1,3,8,9,6
11.5,13.2,8.65,46.75,60.99,13.76,11.9,4.33,8.29,4.244186046511628,1.302325581395349,62.0,28.666666666666668,86.0,3.0,3.0,9.0,0.9418604651162791,365.0,112.0,1.0,13.0,8.29,5,1,5,13,9,4
6.4,7.4,5.63,25.0,85.02,8.0,0.0,1.0,6.21,3.8095238095238093,1.119047619047619,35.0,21.0,42.0,2.0,2.0,2.0,0.9523809523809523,160.0,47.0,1.0,2.0,6.21,5,2,2,4,3,1
8.2,9.1,11.01,35.2,58.58,8.24,9.7,3.0,6.34,4.642857142857143,1.4285714285714286,27.0,14.0,42.0,3.0,3.0,5.0,0.9047619047619048,195.0,60.0,1.0,9.0,6.34,0,0,0,3,5,3
10.1,11.8,8.77,43.36,64.54,12.52,11.9,3.83,7.71,4.189542483660131,1.2875816993464053,88.0,30.6,153.0,5.0,5.0,17.0,0.9215686274509803,641.0,197.0,1.0,23.0,7.71,5,1,4,14,18,9
6.5,7.0,7.36,34.05,73.88,8.01,9.1,2.73,7.36,4.062857142857143,1.217142857142857,109.0,25.0,175.0,7.0,7.0,17.0,0.8971428571428571,711.0,213.0,1.0,31.0,7.36,8,3,5,16,17,18
11.4,12.7,4.31,41.08,71.82,14.01,8.8,2.33,7.51,3.3125,1.0535714285714286,62.0,37.333333333333336,112.0,3.0,3.0,5.0,0.8839285714285714,371.0,118.0,1.0,7.0,7.51,11,1,2,11,6,3
23.1,28.8,6.63,74.11,41.37,26.47,0.0,7.0,9.02,3.921875,1.203125,46.0,64.0,64.0,1.0,1.0,6.0,0.984375,251.0,77.0,1.0,7.0,9.02,0,0,5,6,7,3
3.6,4.5,4.92,23.58,92.12,6.35,7.6,1.13,6.1,3.739130434782609,1.1217391304347826,63.0,16.428571428571427,115.0,7.0,7.0,6.0,0.9043478260869565,430.0,129.0,1.0,11.0,6.1,8,4,3,12,8,10
8.1,9.7,7.25,33.13,75.03,8.6,0.0,1.5,7.27,4.043478260869565,1.173913043478261,34.0,23.0,46.0,2.0,2.0,2.0,0.9347826086956522,186.0,54.0,1.0,3.0,7.27,3,1,0,2,4,0
6.7,8.0,8.52,34.35,73.37,8.63,10.0,2.78,7.1,4.238095238095238,1.2653061224489797,90.0,18.375,147.0,8.0,8.0,14.0,0.9047619047619048,623.0,186.0,1.0,26.0,7.1,4,4,6,15,21,14
6.3,5.0,4.12,29.32,79.7,7.55,8.5,2.11,6.34,3.5962732919254656,1.2236024844720497,96.0,17.88888888888889,161.0,9.0,9.0,12.0,0.9440993788819876,579.0,197.0,1.0,19.0,6.34,10,3,3,24,20,3
8.2,8.9,8.18,34.77,69.41,8.91,8.8,3.0,6.54,4.166666666666667,1.2666666666666666,43.0,20.0,60.0,3.0,3.0,7.0,0.9333333333333333,250.0,76.0,1.0,9.0,6.54,5,1,1,3,7,4
7.9,8.4,6.21,37.67,75.54,10.3,0.0,3.0,7.69,3.909090909090909,1.25,33.0,22.0,44.0,2.0,2.0,4.0,0.9545454545454546,172.0,55.0,1.0,6.0,7.69,2,0,2,5,7,1
4.8,4.9,5.79,24.54,83.66,7.51,8.1,1.5,6.71,3.9107142857142856,1.2142857142857142,43.0,14.0,56.0,4.0,4.0,5.0,0.9285714285714286,219.0,68.0,1.0,6.0,6.71,6,2,1,6,6,4
7.4,8.7,8.58,33.41,71.65,8.72,10.7,2.5,6.49,4.170068027210885,1.2857142857142858,74.0,21.0,147.0,7.0,7.0,10.0,0.8979591836734694,613.0,189.0,1.0,21.0,6.49,8,2,6,5,10,10
11.1,14.0,10.22,49.08,62.01,11.17,0.0,4.5,7.66,4.428571428571429,1.2857142857142858,43.0,28.0,56.0,2.0,2.0,8.0,0.9285714285714286,248.0,72.0,1.0,9.0,7.66,3,2,1,4,11,5
9.5,12.2,10.27,40.18,66.07,12.44,0.0,4.0,7.6,4.586956521739131,1.3478260869565217,33.0,23.0,46.0,2.0,2.0,5.0,0.9565217391304348,211.0,62.0,1.0,8.0,7.6,1,1,0,7,8,4
7.5,8.4,6.44,34.29,76.66,9.11,8.8,2.14,6.55,3.880794701986755,1.1523178807947019,69.0,25.166666666666668,151.0,6.0,6.0,10.0,0.9205298013245033,586.0,174.0,1.0,17.0,6.55,6,3,8,15,14,7
7.2,9.3,9.86,36.83,72.16,8.9,10.5,3.0,7.72,4.415094339622642,1.3018867924528301,39.0,17.666666666666668,53.0,3.0,3.0,6.0,0.9056603773584906,234.0,69.0,1.0,9.0,7.72,0,0,1,0,3,3
6.7,8.0,8.46,36.42,73.37,8.08,9.9,2.4,7.78,4.168674698795181,1.2409638554216869,54.0,16.6,83.0,5.0,5.0,9.0,0.891566265060241,346.0,103.0,1.0,13.0,7.78,7,2,2,5,8,7
10.6,12.3,6.85,40.95,68.74,12.77,10.1,2.67,7.2,3.8010752688172045,1.1720430107526882,111.0,31.0,186.0,6.0,6.0,14.0,0.8924731182795699,707.0,218.0,1.0,16.0,7.2,9,1,8,16,15,7
8.0,8.7,6.38,33.46,75.34,9.23,9.4,2.4,6.18,3.919642857142857,1.2053571428571428,63.0,22.4,112.0,5.0,5.0,7.0,0.9464285714285714,439.0,135.0,1.0,12.0,6.18,11,4,2,19,10,2
5.7,5.6,5.73,21.86,81.33,7.43,7.2,1.0,6.47,3.876923076923077,1.2153846153846153,38.0,16.25,65.0,4.0,4.0,4.0,0.9384615384615385,252.0,79.0,1.0,4.0,6.47,8,1,1,8,5,1
6.6,7.3,7.88,31.74,73.68,7.64,10.1,2.33,6.72,4.061224489795919,1.2448979591836735,65.0,16.333333333333332,98.0,6.0,6.0,8.0,0.8877551020408163,398.0,122.0,1.0,14.0,6.72,3,2,3,10,11,7
9.9,10.5,7.38,39.77,65.05,11.44,10.3,3.29,7.92,3.867403314917127,1.2154696132596685,101.0,25.857142857142858,181.0,7.0,7.0,19.0,0.8895027624309392,700.0,220.0,1.0,25.0,7.92,10,2,4,8,15,13
8.1,8.5,8.81,37.9,64.3,8.56,11.2,3.0,6.53,4.30593607305936,1.3470319634703196,93.0,16.846153846153847,219.0,13.0,13.0,19.0,0.91324200913242,943.0,295.0,1.0,41.0,6.53,7,1,7,11,10,18
4.7,5.1,5.79,28.49,83.96,7.19,8.8,2.0,7.18,3.7906976744186047,1.1627906976744187,35.0,14.333333333333334,43.0,3.0,3.0,4.0,0.8837209302325582,163.0,50.0,1.0,6.0,7.18,2,0,0,6,6,3
8.4,8.2,8.76,36.83,63.7,8.07,7.8,3.0,7.06,4.333333333333333,1.411764705882353,35.0,17.0,51.0,3.0,3.0,8.0,0.9411764705882353,221.0,72.0,1.0,9.0,7.06,4,0,0,6,8,5
17.6,21.2,7.68,57.38,50.47,19.45,11.2,5.0,7.4,3.9931034482758623,1.2137931034482758,76.0,48.333333333333336,145.0,3.0,3.0,10.0,0.9448275862068966,579.0,176.0,1.0,14.0,7.4,5,0,5,17,19,6
15.4,19.3,10.28,58.62,50.84,16.96,0.0,6.0,8.03,4.375,1.325,32.0,40.0,40.0,1.0,1.0,6.0,0.925,175.0,53.0,1.0,6.0,8.03,1,1,2,3,5,3
11.4,13.1,9.99,51.17,55.78,13.31,13.0,5.75,8.31,4.320754716981132,1.330188679245283,71.0,35.333333333333336,106.0,3.0,3.0,17.0,0.8962264150943396,458.0,141.0,1.0,24.0,8.31,5,1,5,7,10,10
10.1,11.4,10.04,40.99,59.03,10.18,12.0,4.0,6.04,4.472727272727273,1.4363636363636363,56.0,22.0,110.0,5.0,5.0,9.0,0.9363636363636364,492.0,158.0,1.0,20.0,6.04,8,5,0,10,14,7
9.6,11.9,10.68,44.2,60.45,12.06,13.7,4.4,7.8,4.3710407239819,1.339366515837104,124.0,24.555555555555557,221.0,9.0,9.0,30.0,0.8687782805429864,966.0,296.0,1.0,46.0,7.8,10,5,10,16,20,22
10.8,12.6,8.59,43.48,62.72,12.75,12.5,4.33,7.18,4.144578313253012,1.2650602409638554,54.0,27.666666666666668,83.0,3.0,3.0,7.0,0.9156626506024096,344.0,105.0,1.0,13.0,7.18,2,1,3,5,8,6
5.5,6.4,8.4,33.83,76.42,6.75,8.8,2.2,6.63,4.296875,1.28125,43.0,12.8,64.0,5.0,5.0,6.0,0.921875,275.0,82.0,1.0,11.0,6.63,3,0,2,8,4,3
5.5,7.1,8.68,35.2,76.42,6.85,8.8,2.0,6.57,4.336538461538462,1.2884615384615385,67.0,13.0,104.0,8.0,8.0,10.0,0.9038461538461539,451.0,134.0,1.0,16.0,6.57,5,4,3,4,9,9
11.3,14.0,8.25,42.21,66.91,12.82,9.5,3.0,6.84,4.111111111111111,1.2063492063492063,60.0,42.0,126.0,3.0,3.0,6.0,0.9365079365079365,518.0,152.0,1.0,13.0,6.84,8,5,5,11,12,5
13.2,15.6,7.32,46.09,61.84,16.12,0.0,4.0,7.41,4.070422535211268,1.2816901408450705,50.0,35.5,71.0,2.0,2.0,6.0,0.971830985915493,289.0,91.0,1.0,8.0,7.41,2,1,2,8,11,2
10.3,11.8,13.45,55.0,47.79,11.33,0.0,6.0,8.59,5.125,1.5625,16.0,16.0,16.0,1.0,1.0,4.0,0.9375,82.0,25.0,1.0,6.0,8.59,0,0,0,3,2,1
10.3,13.6,8.59,46.75,69.45,12.94,11.9,4.56,7.7,4.076923076923077,1.1758241758241759,142.0,34.125,273.0,8.0,8.0,23.0,0.8901098901098901,1113.0,321.0,1.0,45.0,7.7,12,4,10,25,30,17
10.9,12.8,8.94,43.15,62.51,11.77,11.7,4.5,7.84,4.169642857142857,1.25,71.0,28.0,112.0,4.0,4.0,12.0,0.9107142857142857,467.0,140.0,1.0,18.0,7.84,4,3,6,8,11,6
4.7,4.8,5.21,17.49,83.86,5.75,5.7,0.4,7.73,3.8028169014084505,1.1267605633802817,48.0,17.75,71.0,4.0,4.0,5.0,0.9014084507042254,270.0,80.0,1.0,2.0,7.73,4,0,2,3,4,1
7.2,7.2,7.19,34.75,72.16,9.61,10.3,2.57,7.39,3.983739837398374,1.2520325203252032,71.0,17.571428571428573,123.0,7.0,7.0,15.0,0.9105691056910569,490.0,154.0,1.0,18.0,7.39,6,2,6,15,17,8
4.5,4.7,5.96,28.63,84.37,6.55,7.2,2.0,6.18,3.9245283018867925,1.1886792452830188,38.0,13.25,53.0,4.0,4.0,5.0,0.9245283018867925,208.0,63.0,1.0,8.0,6.18,4,2,2,9,5,3
5.8,7.8,7.2,32.01,86.54,8.48,0.0,2.0,7.11,4.131578947368421,1.2105263157894737,29.0,19.0,38.0,2.0,2.0,4.0,0.9736842105263158,157.0,46.0,1.0,4.0,7.11,2,2,0,6,4,2
7.5,8.0,8.92,39.46,65.93,7.89,10.4,3.09,7.65,4.257309941520468,1.327485380116959,91.0,15.545454545454545,171.0,11.0,11.0,21.0,0.8888888888888888,728.0,227.0,1.0,36.0,7.65,3,0,4,5,14,19
2.5,1.9,3.28,15.0,95.17,4.0,0.0,0.5,5.71,3.5454545454545454,1.0454545454545454,20.0,11.0,22.0,2.0,2.0,1.0,0.9090909090909091,78.0,23.0,1.0,1.0,5.71,2,1,0,3,1,0
2.3,2.4,3.85,14.76,95.67,3.8,0.0,0.5,5.77,3.6666666666666665,1.0476190476190477,17.0,10.5,21.0,2.0,2.0,1.0,0.9047619047619048,77.0,22.0,1.0,1.0,5.77,1,1,1,3,0,1
7.4,8.5,8.35,36.43,71.55,8.71,11.5,3.0,6.91,4.1,1.2615384615384615,69.0,18.571428571428573,130.0,7.0,7.0,11.0,0.8923076923076924,533.0,164.0,1.0,21.0,6.91,12,4,2,9,10,8
10.8,13.5,6.51,44.9,73.55,13.8,10.1,3.75,7.34,3.8863636363636362,1.1818181818181819,84.0,44.0,132.0,3.0,3.0,11.0,0.946969696969697,513.0,156.0,1.0,16.0,7.34,10,6,7,16,13,9
6.4,7.6,7.25,32.69,79.6,8.53,9.9,2.53,6.52,4.0510948905109485,1.2372262773722629,122.0,18.266666666666666,274.0,15.0,15.0,24.0,0.9306569343065694,1110.0,339.0,1.0,38.0,6.52,24,7,2,25,18,17
21.2,27.8,7.79,68.34,46.45,24.58,0.0,5.0,8.96,3.9523809523809526,1.126984126984127,45.0,63.0,63.0,1.0,1.0,5.0,0.9206349206349206,249.0,71.0,1.0,5.0,8.96,3,2,2,7,4,1
5.5,5.8,7.11,30.95,76.62,6.36,8.8,1.88,7.27,4.097087378640777,1.2912621359223302,58.0,12.875,103.0,8.0,8.0,14.0,0.9029126213592233,422.0,133.0,1.0,16.0,7.27,7,0,4,6,6,6
6.0,6.3,6.15,26.94,80.62,7.03,6.0,1.5,6.65,3.8285714285714287,1.1714285714285715,49.0,17.5,70.0,4.0,4.0,5.0,0.9142857142857143,268.0,82.0,1.0,6.0,6.65,2,0,1,4,8,2
16.5,21.7,6.11,51.04,64.04,19.6,0.0,1.0,8.97,3.730769230769231,1.0769230769230769,40.0,52.0,52.0,1.0,1.0,2.0,0.9423076923076923,194.0,56.0,1.0,1.0,8.97,3,2,2,7,4,1
9.1,10.0,4.65,31.94,77.91,11.79,7.8,1.0,6.73,3.5517241379310347,1.1494252873563218,55.0,29.0,87.0,3.0,3.0,4.0,0.9310344827586207,309.0,100.0,1.0,3.0,6.73,7,2,1,9,8,1
11.4,11.6,8.65,39.19,55.88,12.3,12.5,3.67,7.04,4.324324324324325,1.3918918918918919,37.0,24.666666666666668,74.0,3.0,3.0,6.0,0.9594594594594594,320.0,103.0,1.0,11.0,7.04,7,2,5,10,5,3
6.9,8.1,10.02,38.93,67.45,8.4,11.2,3.0,7.34,4.57,1.405,98.0,13.333333333333334,200.0,15.0,15.0,27.0,0.92,914.0,281.0,1.0,46.0,7.34,8,2,5,9,17,28
6.4,8.3,6.38,30.0,85.02,9.0,0.0,1.5,7.39,3.9761904761904763,1.1428571428571428,35.0,21.0,42.0,2.0,2.0,3.0,0.9523809523809523,167.0,48.0,1.0,3.0,7.39,0,0,4,2,5,1
12.2,14.5,10.45,54.93,53.75,14.98,13.8,6.0,7.98,4.279661016949152,1.3389830508474576,74.0,39.333333333333336,118.0,3.0,3.0,17.0,0.8728813559322034,505.0,158.0,1.0,25.0,7.98,2,1,1,10,19,7
11.9,13.4,7.96,44.18,59.77,14.12,12.5,4.0,7.65,4.0,1.2566844919786095,102.0,31.166666666666668,187.0,6.0,6.0,20.0,0.9037433155080213,748.0,235.0,1.0,24.0,7.65,14,6,6,14,14,10
13.8,17.5,5.3,46.76,71.15,16.8,0.0,2.0,7.6,3.7209302325581395,1.0930232558139534,33.0,43.0,43.0,1.0,1.0,1.0,0.9767441860465116,160.0,47.0,1.0,2.0,7.6,3,0,2,6,2,2
7.4,9.0,8.64,39.49,71.55,8.81,10.1,2.9,6.65,4.138297872340425,1.2553191489361701,100.0,20.88888888888889,188.0,9.0,9.0,17.0,0.8829787234042553,778.0,236.0,1.0,32.0,6.65,6,4,4,10,28,15
10.7,12.4,10.15,43.21,57.61,12.44,13.0,3.67,8.56,4.444444444444445,1.3472222222222223,55.0,24.0,72.0,3.0,3.0,10.0,0.9166666666666666,320.0,97.0,1.0,13.0,8.56,4,1,2,8,4,5
12.1,13.3,9.46,47.56,54.05,13.93,13.4,5.13,8.07,4.377880184331797,1.3778801843317972,116.0,36.166666666666664,217.0,6.0,6.0,28.0,0.9400921658986175,950.0,299.0,1.0,42.0,8.07,7,3,13,20,28,18
4.8,5.9,5.74,25.83,88.97,7.86,7.4,1.57,6.25,3.8181818181818183,1.1487603305785123,64.0,17.285714285714285,121.0,7.0,7.0,9.0,0.9338842975206612,462.0,139.0,1.0,11.0,6.25,8,5,5,9,11,4
10.7,11.8,8.3,45.0,63.02,11.6,0.0,5.0,6.77,4.230769230769231,1.3461538461538463,22.0,26.0,26.0,1.0,1.0,3.0,0.9615384615384616,110.0,35.0,1.0,5.0,6.77,0,0,2,0,5,2
4.8,3.9,4.57,32.23,83.66,8.28,0.0,2.0,6.71,3.7142857142857144,1.2142857142857142,24.0,14.0,28.0,2.0,2.0,3.0,0.9285714285714286,104.0,34.0,1.0,4.0,6.71,2,1,0,2,2,2
16.1,20.1,8.61,63.43,54.23,17.75,0.0,8.0,7.98,4.159090909090909,1.2727272727272727,34.0,44.0,44.0,1.0,1.0,4.0,0.9545454545454546,183.0,56.0,1.0,8.0,7.98,0,0,1,3,9,1
5.1,6.5,7.01,28.93,83.05,7.04,7.3,1.55,7.15,3.847457627118644,1.07909604519774,99.0,16.09090909090909,177.0,11.0,11.0,17.0,0.847457627118644,681.0,191.0,1.0,19.0,7.15,6,3,2,15,17,7
9.9,12.3,7.84,41.38,70.47,11.94,9.7,3.67,7.56,4.095238095238095,1.1904761904761905,51.0,28.0,84.0,3.0,3.0,9.0,0.9285714285714286,344.0,100.0,1.0,12.0,7.56,2,2,2,10,8,8
7.6,7.8,7.48,32.43,71.04,8.88,8.8,2.38,7.25,4.095238095238095,1.2585034013605443,92.0,18.375,147.0,8.0,8.0,16.0,0.9319727891156463,602.0,185.0,1.0,19.0,7.25,7,1,3,9,15,8
6.8,7.6,5.28,32.11,84.0,9.67,8.8,2.33,6.93,3.757575757575758,1.1515151515151516,45.0,22.0,66.0,3.0,3.0,5.0,0.9545454545454546,248.0,76.0,1.0,7.0,6.93,3,0,2,9,8,5
3.7,4.4,6.3,25.0,86.71,4.67,5.5,1.17,5.97,4.015151515151516,1.196969696969697,41.0,11.0,66.0,6.0,6.0,4.0,0.9090909090909091,265.0,79.0,1.0,7.0,5.97,3,1,0,7,7,3
6.4,6.9,5.91,32.22,79.5,8.4,9.1,2.17,6.41,3.788546255506608,1.145374449339207,115.0,22.7,227.0,10.0,10.0,15.0,0.9030837004405287,860.0,260.0,1.0,28.0,6.41,7,1,10,25,22,11
8.8,11.8,7.14,36.78,78.62,11.66,8.8,2.5,7.2,3.93859649122807,1.1403508771929824,70.0,38.0,114.0,3.0,3.0,9.0,0.9210526315789473,449.0,130.0,1.0,10.0,7.2,7,4,6,8,11,5
8.0,8.8,9.1,36.37,64.51,9.29,11.2,3.11,7.96,4.422818791946309,1.342281879194631,76.0,21.285714285714285,149.0,7.0,7.0,22.0,0.9194630872483222,659.0,200.0,1.0,29.0,7.96,7,2,7,14,10,16
5.4,7.2,7.24,28.29,82.14,7.18,8.3,1.67,7.44,3.9797979797979797,1.1111111111111112,68.0,16.5,99.0,6.0,6.0,5.0,0.8787878787878788,394.0,110.0,1.0,11.0,7.44,6,0,1,8,11,6
7.6,8.5,8.23,34.65,71.14,8.37,8.8,3.0,7.27,4.218181818181818,1.2545454545454546,38.0,18.333333333333332,55.0,3.0,3.0,6.0,0.9272727272727272,232.0,69.0,1.0,9.0,7.27,4,2,0,3,4,4
6.5,7.3,6.03,32.85,79.19,8.27,8.4,2.43,6.83,3.782608695652174,1.1376811594202898,84.0,23.0,138.0,6.0,6.0,15.0,0.8840579710144928,522.0,157.0,1.0,17.0,6.83,4,2,5,15,13,11
7.0,8.4,7.25,35.49,77.87,8.4,10.0,2.71,6.37,3.9586206896551723,1.1724137931034482,83.0,20.714285714285715,145.0,7.0,7.0,10.0,0.903448275862069,574.0,170.0,1.0,19.0,6.37,7,1,6,10,11,12
7.7,9.2,8.52,37.67,70.73,9.54,10.5,3.29,7.28,4.214723926380368,1.2852760736196318,157.0,25.076923076923077,326.0,13.0,13.0,41.0,0.9049079754601227,1374.0,419.0,1.0,58.0,7.28,11,1,10,27,36,18
10.8,13.3,7.32,40.69,68.13,12.38,10.1,2.75,7.14,3.7238805970149254,1.0970149253731343,70.0,33.5,134.0,4.0,4.0,10.0,0.8432835820895522,499.0,147.0,1.0,11.0,7.14,6,3,5,8,11,5
6.9,8.0,8.46,30.52,72.87,8.73,8.8,2.0,8.51,4.26,1.3,42.0,16.666666666666668,50.0,3.0,3.0,7.0,0.92,213.0,65.0,1.0,6.0,8.51,0,0,0,4,6,1
5.5,7.0,7.71,26.06,81.93,7.7,8.8,1.67,7.24,4.191489361702128,1.2127659574468086,32.0,15.666666666666666,47.0,3.0,3.0,3.0,0.9361702127659575,197.0,57.0,1.0,5.0,7.24,2,0,0,5,5,1
5.5,6.4,8.04,34.56,76.52,5.82,6.4,2.67,6.47,4.2894736842105265,1.263157894736842,27.0,12.666666666666666,38.0,3.0,3.0,4.0,0.9210526315789473,163.0,48.0,1.0,8.0,6.47,0,0,2,1,2,4
4.8,6.7,6.09,27.15,89.18,6.86,5.7,1.0,6.21,3.7010869565217392,1.048913043478261,85.0,18.4,184.0,10.0,10.0,10.0,0.8641304347826086,681.0,193.0,1.0,11.0,6.21,13,7,6,12,18,5
4.8,6.3,7.35,32.23,83.66,6.74,8.1,2.5,6.41,4.105263157894737,1.2280701754385965,43.0,14.25,57.0,4.0,4.0,6.0,0.9122807017543859,234.0,70.0,1.0,10.0,6.41,3,1,1,7,6,4
8.0,8.9,6.33,32.72,75.34,9.32,8.2,2.11,6.75,3.878640776699029,1.1650485436893203,103.0,25.75,206.0,8.0,8.0,17.0,0.9271844660194175,799.0,240.0,1.0,19.0,6.75,14,6,7,18,24,9
7.2,7.9,9.5,36.08,66.74,8.28,0.0,3.0,9.14,4.5,1.4285714285714286,14.0,14.0,14.0,1.0,1.0,4.0,0.9285714285714286,63.0,20.0,1.0,3.0,9.14,0,0,0,0,3,2
6.2,6.9,8.11,24.61,74.69,6.88,0.0,1.5,7.81,4.133333333333334,1.2333333333333334,28.0,15.0,30.0,2.0,2.0,4.0,0.9,124.0,37.0,1.0,3.0,7.81,2,1,0,3,4,1
